,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist,Track,Album,Track ID,language
29,0.452,0.302,3,-17.023,1,0.0355,0.0663,0,0.116,0.381,149.163,audio_features,3PFyeq4aBtLfShPJ9oiK4p,spotify:track:3PFyeq4aBtLfShPJ9oiK4p,https://api.spotify.com/v1/tracks/3PFyeq4aBtLfShPJ9oiK4p,https://api.spotify.com/v1/audio-analysis/3PFyeq4aBtLfShPJ9oiK4p,211733,4,Miguel Bosé,Te Amaré,"""Miguel""",3PFyeq4aBtLfShPJ9oiK4p,Spanish
30,0.698,0.35,7,-14.649,1,0.0365,0.519,0.00137,0.0901,0.332,147.54,audio_features,1HX9kKDz6dG4fmLBuKVzOF,spotify:track:1HX9kKDz6dG4fmLBuKVzOF,https://api.spotify.com/v1/tracks/1HX9kKDz6dG4fmLBuKVzOF,https://api.spotify.com/v1/audio-analysis/1HX9kKDz6dG4fmLBuKVzOF,297000,4,Joaquín Sabina,Quién Me Ha Robado el Mes de Abril,El Hombre Del Traje Gris,1HX9kKDz6dG4fmLBuKVzOF,Spanish
31,0.639,0.36,4,-12.725,1,0.03,0.243,0.00000135,0.048,0.559,114.004,audio_features,1bpOD9jv1ge8RiyKccjLHW,spotify:track:1bpOD9jv1ge8RiyKccjLHW,https://api.spotify.com/v1/tracks/1bpOD9jv1ge8RiyKccjLHW,https://api.spotify.com/v1/audio-analysis/1bpOD9jv1ge8RiyKccjLHW,198000,4,Dyango,Corazón mágico,Grandes Éxitos,1bpOD9jv1ge8RiyKccjLHW,Spanish
32,0.551,0.941,7,-4.31,1,0.0461,0.11,0,0.266,0.915,83.53,audio_features,3MvbFAlNARGUpMPEkn88Ho,spotify:track:3MvbFAlNARGUpMPEkn88Ho,https://api.spotify.com/v1/tracks/3MvbFAlNARGUpMPEkn88Ho,https://api.spotify.com/v1/audio-analysis/3MvbFAlNARGUpMPEkn88Ho,141280,4,Duncan Dhu,Jardín de rosas,Canciones,3MvbFAlNARGUpMPEkn88Ho,Spanish
33,0.467,0.736,2,-8.612,1,0.131,0.826,0.000155,0.168,0.77,161.653,audio_features,5UOzQpO62ljPFDqquxGDqT,spotify:track:5UOzQpO62ljPFDqquxGDqT,https://api.spotify.com/v1/tracks/5UOzQpO62ljPFDqquxGDqT,https://api.spotify.com/v1/audio-analysis/5UOzQpO62ljPFDqquxGDqT,221080,4,Camaron De La Isla,Como El Agua,Como El Agua (Remastered),5UOzQpO62ljPFDqquxGDqT,Spanish
34,0.602,0.952,9,-5.195,1,0.0628,0.0162,0.0000492,0.112,0.75,146.287,audio_features,4akYOw6ZJu7WIbZViLrJqc,spotify:track:4akYOw6ZJu7WIbZViLrJqc,https://api.spotify.com/v1/tracks/4akYOw6ZJu7WIbZViLrJqc,https://api.spotify.com/v1/audio-analysis/4akYOw6ZJu7WIbZViLrJqc,232160,4,La Unión,Lobo-hombre en París,Mil Siluetas,4akYOw6ZJu7WIbZViLrJqc,Spanish
35,0.655,0.968,11,-4.93,0,0.045,0.203,0.147,0.0447,0.974,162.153,audio_features,40A11dg6RXzfDrwMrw5sED,spotify:track:40A11dg6RXzfDrwMrw5sED,https://api.spotify.com/v1/tracks/40A11dg6RXzfDrwMrw5sED,https://api.spotify.com/v1/audio-analysis/40A11dg6RXzfDrwMrw5sED,226907,4,Café Quijano,La taberna del Buda,La taberna del Buda,40A11dg6RXzfDrwMrw5sED,Spanish
36,0.555,0.892,4,-10.664,0,0.0368,0.26,0.000177,0.13,0.87,138.163,audio_features,0NFcUhw2uKzX0zqH81tWOu,spotify:track:0NFcUhw2uKzX0zqH81tWOu,https://api.spotify.com/v1/tracks/0NFcUhw2uKzX0zqH81tWOu,https://api.spotify.com/v1/audio-analysis/0NFcUhw2uKzX0zqH81tWOu,275027,4,La Frontera,El Limite,La Rosa De Los Vientos,0NFcUhw2uKzX0zqH81tWOu,Spanish
37,0.761,0.606,8,-5.887,0,0.0374,0.223,0.0021,0.0662,0.882,89.822,audio_features,0fKqhLgg5CYEW2fLlhtWRj,spotify:track:0fKqhLgg5CYEW2fLlhtWRj,https://api.spotify.com/v1/tracks/0fKqhLgg5CYEW2fLlhtWRj,https://api.spotify.com/v1/audio-analysis/0fKqhLgg5CYEW2fLlhtWRj,311160,4,Mecano,La Fuerza del Destino,Descanso Dominical (Bonus Tracks Edition),0fKqhLgg5CYEW2fLlhtWRj,Spanish
38,0.713,0.473,5,-12.421,0,0.0282,0.0263,0.0000377,0.303,0.965,132.926,audio_features,6RWXqBgjdLyAVFnJbyPCR8,spotify:track:6RWXqBgjdLyAVFnJbyPCR8,https://api.spotify.com/v1/tracks/6RWXqBgjdLyAVFnJbyPCR8,https://api.spotify.com/v1/audio-analysis/6RWXqBgjdLyAVFnJbyPCR8,251227,4,Miguel Bosé,Morir de Amor,"""Miguel""",6RWXqBgjdLyAVFnJbyPCR8,Spanish
39,0.75,0.742,5,-10.184,0,0.027,0.187,0,0.0712,0.653,95.872,audio_features,2oI6d7XcMz1AMTQhDopV5J,spotify:track:2oI6d7XcMz1AMTQhDopV5J,https://api.spotify.com/v1/tracks/2oI6d7XcMz1AMTQhDopV5J,https://api.spotify.com/v1/audio-analysis/2oI6d7XcMz1AMTQhDopV5J,241627,4,Duo Dinamico,Resistiré,En Forma,2oI6d7XcMz1AMTQhDopV5J,Spanish
40,0.571,0.526,7,-11.777,1,0.0285,0.545,0,0.342,0.466,119.994,audio_features,0C1OcBOsuFmFFGkh3FWIGG,spotify:track:0C1OcBOsuFmFFGkh3FWIGG,https://api.spotify.com/v1/tracks/0C1OcBOsuFmFFGkh3FWIGG,https://api.spotify.com/v1/audio-analysis/0C1OcBOsuFmFFGkh3FWIGG,244733,4,Joaquin Sabina y Viceversa,Princesa,Juez Y Parte,0C1OcBOsuFmFFGkh3FWIGG,Spanish
41,0.683,0.752,4,-6.837,1,0.0337,0.074,0.0000256,0.222,0.865,140.012,audio_features,1nLOdVT581H7SA0ttCZRF9,spotify:track:1nLOdVT581H7SA0ttCZRF9,https://api.spotify.com/v1/tracks/1nLOdVT581H7SA0ttCZRF9,https://api.spotify.com/v1/audio-analysis/1nLOdVT581H7SA0ttCZRF9,140253,4,Duncan Dhu,Una calle de París,El Grito Del Tiempo,1nLOdVT581H7SA0ttCZRF9,Spanish
42,0.583,0.949,9,-8.121,1,0.0385,0.277,0.00175,0.144,0.954,168.178,audio_features,4PRJD9T23GQKQYKhJQcGGY,spotify:track:4PRJD9T23GQKQYKhJQcGGY,https://api.spotify.com/v1/tracks/4PRJD9T23GQKQYKhJQcGGY,https://api.spotify.com/v1/audio-analysis/4PRJD9T23GQKQYKhJQcGGY,217627,4,The Refrescos,Aquí No Hay Playa,The Refrescos,4PRJD9T23GQKQYKhJQcGGY,Spanish
43,0.671,0.884,6,-9.267,0,0.0586,0.414,0.00015,0.0701,0.933,119.574,audio_features,5siwoDxCGDYnmfWV5SlUpE,spotify:track:5siwoDxCGDYnmfWV5SlUpE,https://api.spotify.com/v1/tracks/5siwoDxCGDYnmfWV5SlUpE,https://api.spotify.com/v1/audio-analysis/5siwoDxCGDYnmfWV5SlUpE,203173,4,Gipsy Kings,Bamboleo,Gipsy Kings,5siwoDxCGDYnmfWV5SlUpE,Spanish
44,0.598,0.583,11,-7.742,1,0.0466,0.128,0.00000182,0.175,0.808,177.755,audio_features,2cRx7vvWzuf4FrYWZBubJk,spotify:track:2cRx7vvWzuf4FrYWZBubJk,https://api.spotify.com/v1/tracks/2cRx7vvWzuf4FrYWZBubJk,https://api.spotify.com/v1/audio-analysis/2cRx7vvWzuf4FrYWZBubJk,269600,4,Mecano,Un Año Mas,Descanso Dominical (Bonus Tracks Edition),2cRx7vvWzuf4FrYWZBubJk,Spanish
45,0.634,0.79,7,-3.832,1,0.202,0.461,0,0.328,0.924,97.23,audio_features,5YxgSArh0FDP0CEDuZcYnC,spotify:track:5YxgSArh0FDP0CEDuZcYnC,https://api.spotify.com/v1/tracks/5YxgSArh0FDP0CEDuZcYnC,https://api.spotify.com/v1/audio-analysis/5YxgSArh0FDP0CEDuZcYnC,130667,4,Joan Manuel Serrat,Hoy Puede Ser un Gran Día,En Transito,5YxgSArh0FDP0CEDuZcYnC,Spanish
46,0.442,0.912,11,-3.756,0,0.0381,0.0426,0.0000015,0.0798,0.752,119.65,audio_features,7uou7DWqEQSNfxcfipxyIu,spotify:track:7uou7DWqEQSNfxcfipxyIu,https://api.spotify.com/v1/tracks/7uou7DWqEQSNfxcfipxyIu,https://api.spotify.com/v1/audio-analysis/7uou7DWqEQSNfxcfipxyIu,258531,4,Celtas Cortos,Cuéntame un cuento,Cuentame Un Cuento,7uou7DWqEQSNfxcfipxyIu,Spanish
47,0.465,0.808,6,-7.995,0,0.0676,0.0311,0.0000513,0.361,0.647,85.84,audio_features,5kQb5n1sMy5CmYTSoB5p6M,spotify:track:5kQb5n1sMy5CmYTSoB5p6M,https://api.spotify.com/v1/tracks/5kQb5n1sMy5CmYTSoB5p6M,https://api.spotify.com/v1/audio-analysis/5kQb5n1sMy5CmYTSoB5p6M,311867,4,Los Suaves,Dolores se llamaba Lola,Ese día piensa en mí,5kQb5n1sMy5CmYTSoB5p6M,Spanish
48,0.575,0.718,7,-3.566,1,0.0545,0.0381,0.000504,0.1,0.962,140.885,audio_features,020aPMXlwYFpPB7cI8Kuc1,spotify:track:020aPMXlwYFpPB7cI8Kuc1,https://api.spotify.com/v1/tracks/020aPMXlwYFpPB7cI8Kuc1,https://api.spotify.com/v1/audio-analysis/020aPMXlwYFpPB7cI8Kuc1,293533,4,Loquillo,El ritmo del garaje,Heroes De Los 80,020aPMXlwYFpPB7cI8Kuc1,Spanish
49,0.667,0.279,3,-16.452,1,0.0356,0.656,0,0.111,0.741,149.483,audio_features,5ZAqs1W68ldSzJ0mUO16l4,spotify:track:5ZAqs1W68ldSzJ0mUO16l4,https://api.spotify.com/v1/tracks/5ZAqs1W68ldSzJ0mUO16l4,https://api.spotify.com/v1/audio-analysis/5ZAqs1W68ldSzJ0mUO16l4,266587,4,Joaquín Sabina,Calle Melancolia,Mucho Sabina,5ZAqs1W68ldSzJ0mUO16l4,Spanish
