,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist,Track,Album,Track ID,language
0,0.664,0.968,11,-3.775,0,0.177,0.291,0,0.241,0.639,134.116,audio_features,08ntOTgpfOo1ZCqUgsxeGo,spotify:track:08ntOTgpfOo1ZCqUgsxeGo,https://api.spotify.com/v1/tracks/08ntOTgpfOo1ZCqUgsxeGo,https://api.spotify.com/v1/audio-analysis/08ntOTgpfOo1ZCqUgsxeGo,225840,4,Dalida,Laissez-moi danser,LES NUMEROS UN DE DALIDA,08ntOTgpfOo1ZCqUgsxeGo,French
1,0.61,0.634,11,-13.052,0,0.154,0.245,0,0.206,0.876,111.364,audio_features,0L4JEAhghqIcwjVyMJv8Yw,spotify:track:0L4JEAhghqIcwjVyMJv8Yw,https://api.spotify.com/v1/tracks/0L4JEAhghqIcwjVyMJv8Yw,https://api.spotify.com/v1/audio-analysis/0L4JEAhghqIcwjVyMJv8Yw,182800,4,Au P'Tit Bonheur,J'veux du soleil,Le Mal De Vivre,0L4JEAhghqIcwjVyMJv8Yw,French
2,0.682,0.818,4,-6.129,0,0.03,0.00434,0.00000471,0.0992,0.894,118.926,audio_features,3utIJ1ebqgyof7OyPLaPAg,spotify:track:3utIJ1ebqgyof7OyPLaPAg,https://api.spotify.com/v1/tracks/3utIJ1ebqgyof7OyPLaPAg,https://api.spotify.com/v1/audio-analysis/3utIJ1ebqgyof7OyPLaPAg,233640,4,Images,Les démons de minuit,Best Of Images & Début De Soirée,3utIJ1ebqgyof7OyPLaPAg,French
3,0.711,0.868,1,-7.146,1,0.0495,0.085,0.0000012,0.0637,0.735,102.916,audio_features,5oKu1Ey6XNDXv5B3LG7kn9,spotify:track:5oKu1Ey6XNDXv5B3LG7kn9,https://api.spotify.com/v1/tracks/5oKu1Ey6XNDXv5B3LG7kn9,https://api.spotify.com/v1/audio-analysis/5oKu1Ey6XNDXv5B3LG7kn9,242414,4,Philippe Cataldo,Les divas du dancing,Les divas du dancing,5oKu1Ey6XNDXv5B3LG7kn9,French
4,0.612,0.915,5,-5.365,1,0.125,0.253,0,0.425,0.738,129.243,audio_features,1c3Covtj7j3rEisBGmhFNO,spotify:track:1c3Covtj7j3rEisBGmhFNO,https://api.spotify.com/v1/tracks/1c3Covtj7j3rEisBGmhFNO,https://api.spotify.com/v1/audio-analysis/1c3Covtj7j3rEisBGmhFNO,252853,4,Michel Sardou,Être une femme,L'album de sa vie 100 titres,1c3Covtj7j3rEisBGmhFNO,French
5,0.693,0.672,10,-5.929,1,0.0383,0.19,0,0.157,0.478,122.066,audio_features,7gx4vX9S0Cri3yFtMYkDSN,spotify:track:7gx4vX9S0Cri3yFtMYkDSN,https://api.spotify.com/v1/tracks/7gx4vX9S0Cri3yFtMYkDSN,https://api.spotify.com/v1/audio-analysis/7gx4vX9S0Cri3yFtMYkDSN,274987,4,Gold,Laissez Nous Chanter - 2017 Remastered,Calicoba (2017 Remastered),7gx4vX9S0Cri3yFtMYkDSN,French
6,0.474,0.93,10,-6.422,0,0.0708,0.241,0.000903,0.052,0.615,199.147,audio_features,3MPmRgJHfD7CADCibQfNgG,spotify:track:3MPmRgJHfD7CADCibQfNgG,https://api.spotify.com/v1/tracks/3MPmRgJHfD7CADCibQfNgG,https://api.spotify.com/v1/audio-analysis/3MPmRgJHfD7CADCibQfNgG,272160,4,Julie Pietri,Eve lève-toi,Eve lève-toi,3MPmRgJHfD7CADCibQfNgG,French
7,0.741,0.64,8,-6.965,1,0.035,0.255,0.0000156,0.0413,0.524,112.266,audio_features,6qfjUmIxPluNISxBgJfvM3,spotify:track:6qfjUmIxPluNISxBgJfvM3,https://api.spotify.com/v1/tracks/6qfjUmIxPluNISxBgJfvM3,https://api.spotify.com/v1/audio-analysis/6qfjUmIxPluNISxBgJfvM3,286533,4,Jean Schultheis,Confidence pour confidence - Version originale 1981,Abracadabra,6qfjUmIxPluNISxBgJfvM3,French
8,0.739,0.63,0,-6.508,1,0.0543,0.402,0,0.572,0.773,119.513,audio_features,7nWMVmzfodNQ5Ezj29yJ3S,spotify:track:7nWMVmzfodNQ5Ezj29yJ3S,https://api.spotify.com/v1/tracks/7nWMVmzfodNQ5Ezj29yJ3S,https://api.spotify.com/v1/audio-analysis/7nWMVmzfodNQ5Ezj29yJ3S,217136,4,Thierry Pastor,Le coup de folie,Le coup de folie,7nWMVmzfodNQ5Ezj29yJ3S,French
9,0.857,0.887,4,-8.142,0,0.0319,0.112,0.00000234,0.135,0.979,130.63,audio_features,6tgOsCso6nMCRg5EtgixZ2,spotify:track:6tgOsCso6nMCRg5EtgixZ2,https://api.spotify.com/v1/tracks/6tgOsCso6nMCRg5EtgixZ2,https://api.spotify.com/v1/audio-analysis/6tgOsCso6nMCRg5EtgixZ2,219836,4,Jean-Pierre Mader,Macumba,Macumba,6tgOsCso6nMCRg5EtgixZ2,French
10,0.838,0.891,2,-8.65,0,0.0355,0.132,0,0.211,0.97,119.478,audio_features,1YXH5a44usvJyNKeMt8NMo,spotify:track:1YXH5a44usvJyNKeMt8NMo,https://api.spotify.com/v1/tracks/1YXH5a44usvJyNKeMt8NMo,https://api.spotify.com/v1/audio-analysis/1YXH5a44usvJyNKeMt8NMo,216126,4,Rose Laurens,Africa,Africa - EP,1YXH5a44usvJyNKeMt8NMo,French
11,0.586,0.638,2,-7.947,1,0.0468,0.174,0.000102,0.276,0.726,171.039,audio_features,31onXo00jgBYBZrdeCYsBX,spotify:track:31onXo00jgBYBZrdeCYsBX,https://api.spotify.com/v1/tracks/31onXo00jgBYBZrdeCYsBX,https://api.spotify.com/v1/audio-analysis/31onXo00jgBYBZrdeCYsBX,204453,4,Michel Delpech,Pour un flirt,Nostalgie la légende présente 50 chansons françaises de légende,31onXo00jgBYBZrdeCYsBX,French
12,0.781,0.867,3,-7.853,0,0.0386,0.0322,0.00000402,0.0471,0.94,121.973,audio_features,2pXzTDfEoA19Fqhtl08Hiw,spotify:track:2pXzTDfEoA19Fqhtl08Hiw,https://api.spotify.com/v1/tracks/2pXzTDfEoA19Fqhtl08Hiw,https://api.spotify.com/v1/audio-analysis/2pXzTDfEoA19Fqhtl08Hiw,253787,4,Début De Soirée,Nuit de folie - Version originale 1988,Best of Début de Soirée (Le meilleur des années 80),2pXzTDfEoA19Fqhtl08Hiw,French
13,0.728,0.742,7,-5.969,0,0.038,0.0564,0,0.0757,0.799,127.749,audio_features,0Wh6e5EkmQseBGVeJqzC9X,spotify:track:0Wh6e5EkmQseBGVeJqzC9X,https://api.spotify.com/v1/tracks/0Wh6e5EkmQseBGVeJqzC9X,https://api.spotify.com/v1/audio-analysis/0Wh6e5EkmQseBGVeJqzC9X,232440,4,Jean-Jacques Goldman,Quand la musique est bonne,Quand la musique est bonne,0Wh6e5EkmQseBGVeJqzC9X,French
14,0.744,0.586,0,-7.177,0,0.0321,0.201,0.00117,0.085,0.423,106.852,audio_features,6lnGjGAl14wojZgyECXAre,spotify:track:6lnGjGAl14wojZgyECXAre,https://api.spotify.com/v1/tracks/6lnGjGAl14wojZgyECXAre,https://api.spotify.com/v1/audio-analysis/6lnGjGAl14wojZgyECXAre,256360,4,France Gall,Hong-Kong Star - Remasterisé en 2004,Débranche (Remasterisé),6lnGjGAl14wojZgyECXAre,French
15,0.5,0.72,0,-5.327,0,0.047,0.261,0,0.0474,0.55,148.323,audio_features,69cjFYQg0lE0e48bgOPhfy,spotify:track:69cjFYQg0lE0e48bgOPhfy,https://api.spotify.com/v1/tracks/69cjFYQg0lE0e48bgOPhfy,https://api.spotify.com/v1/audio-analysis/69cjFYQg0lE0e48bgOPhfy,253893,3,Patricia Kaas,Mon mec à moi,Rien ne s'arrête (1987 - 2001),69cjFYQg0lE0e48bgOPhfy,French
16,0.632,0.759,2,-8.268,1,0.0326,0.142,0.00000302,0.0551,0.921,134.538,audio_features,0dneaU8A59O6238ddgqiFv,spotify:track:0dneaU8A59O6238ddgqiFv,https://api.spotify.com/v1/tracks/0dneaU8A59O6238ddgqiFv,https://api.spotify.com/v1/audio-analysis/0dneaU8A59O6238ddgqiFv,180853,4,Francis Cabrel,La dame de Haute-Savoie - Remastered,Fragile (Remastered),0dneaU8A59O6238ddgqiFv,French
17,0.774,0.683,11,-7.432,0,0.137,0.109,0.00404,0.0853,0.683,114.976,audio_features,3LCup59DMpM3r6fwQsZMYs,spotify:track:3LCup59DMpM3r6fwQsZMYs,https://api.spotify.com/v1/tracks/3LCup59DMpM3r6fwQsZMYs,https://api.spotify.com/v1/audio-analysis/3LCup59DMpM3r6fwQsZMYs,241830,4,Bandolero,Paris Latino - Original Version 1983,Best of Bandolero (Le meilleur des années 80),3LCup59DMpM3r6fwQsZMYs,French
18,0.713,0.523,9,-11.131,0,0.0287,0.131,0.0173,0.0611,0.71,107.501,audio_features,0xjWEElup4X9qmtjnoTmxs,spotify:track:0xjWEElup4X9qmtjnoTmxs,https://api.spotify.com/v1/tracks/0xjWEElup4X9qmtjnoTmxs,https://api.spotify.com/v1/audio-analysis/0xjWEElup4X9qmtjnoTmxs,263093,4,Daniel Balavoine,Sauver l'amour,Sauver l'amour,0xjWEElup4X9qmtjnoTmxs,French
19,0.749,0.922,0,-5.608,0,0.325,0.076,0,0.0814,0.625,132.035,audio_features,1FnzKcZgbc1xi04qE4ekON,spotify:track:1FnzKcZgbc1xi04qE4ekON,https://api.spotify.com/v1/tracks/1FnzKcZgbc1xi04qE4ekON,https://api.spotify.com/v1/audio-analysis/1FnzKcZgbc1xi04qE4ekON,207500,4,Ms Project,Les autres sont jaloux - 2015,Pop France New 80's Remixes (Dancefloor Remixes),1FnzKcZgbc1xi04qE4ekON,French
20,0.618,0.689,1,-13.422,1,0.0331,0.0139,0.00994,0.0414,0.343,124.683,audio_features,6iTDzRePMvmRinBBCCwcEz,spotify:track:6iTDzRePMvmRinBBCCwcEz,https://api.spotify.com/v1/tracks/6iTDzRePMvmRinBBCCwcEz,https://api.spotify.com/v1/audio-analysis/6iTDzRePMvmRinBBCCwcEz,216933,4,Jimmy Somerville,Comment te dire adieu (with June Miles Kingston),Read My Lips,6iTDzRePMvmRinBBCCwcEz,French
21,0.615,0.808,10,-5.639,0,0.0395,0.103,0.0000297,0.362,0.893,91.845,audio_features,1DFe3xd60LTsAnxL9dKmQi,spotify:track:1DFe3xd60LTsAnxL9dKmQi,https://api.spotify.com/v1/tracks/1DFe3xd60LTsAnxL9dKmQi,https://api.spotify.com/v1/audio-analysis/1DFe3xd60LTsAnxL9dKmQi,252827,4,Alain Chamfort,La Fièvre Dans Le Sang,Tendres Fièvres,1DFe3xd60LTsAnxL9dKmQi,French
22,0.796,0.468,11,-10.482,0,0.172,0.442,0,0.0668,0.917,94.584,audio_features,3lwX10MDUwGfSzuwIfQAln,spotify:track:3lwX10MDUwGfSzuwIfQAln,https://api.spotify.com/v1/tracks/3lwX10MDUwGfSzuwIfQAln,https://api.spotify.com/v1/audio-analysis/3lwX10MDUwGfSzuwIfQAln,222580,4,Philippe Lafontaine,Cœur de loup,Fa ma no ni ma (Edition deluxe),3lwX10MDUwGfSzuwIfQAln,French
23,0.755,0.859,10,-9.922,1,0.0626,0.0965,0.000046,0.0663,0.956,133.333,audio_features,6zW9AITRbwNwvSt293g2z8,spotify:track:6zW9AITRbwNwvSt293g2z8,https://api.spotify.com/v1/tracks/6zW9AITRbwNwvSt293g2z8,https://api.spotify.com/v1/audio-analysis/6zW9AITRbwNwvSt293g2z8,235667,4,Thierry Hazard,Le jerk,Pop Music,6zW9AITRbwNwvSt293g2z8,French
24,0.795,0.853,0,-5.75,0,0.0765,0.256,0.00000461,0.0803,0.898,124.699,audio_features,0lpO6RBChno8fzOtvSPMCg,spotify:track:0lpO6RBChno8fzOtvSPMCg,https://api.spotify.com/v1/tracks/0lpO6RBChno8fzOtvSPMCg,https://api.spotify.com/v1/audio-analysis/0lpO6RBChno8fzOtvSPMCg,202400,4,Ottawan,"T'es Ok, T'es Bath, T'es in",The Best Of,0lpO6RBChno8fzOtvSPMCg,French
